Y.25-14.A2,Y.06-09.A2,0x24000c,3040438,3-3-5,13,SCT,,,no,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-09.A2,0x24000f,3040441,3-3-5,15,SCT,,,no,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112410,3040593,3-4-13,2,Pixel L1/2,L1,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112412,3040595,3-4-13,10,Pixel L1/2,L1,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112450,3040611,3-4-13,12,Pixel L1/2,,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112550,3040609,3-4-13,4,Pixel L1/2,,new,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140143,3040695,3-4-13,0,IBL,,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140153,3040699,3-4-13,8,IBL,,,no,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x220108,3040398,3-4-13,5,SCT,,,no,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x220109,3040399,3-4-13,7,SCT,,,no,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x22010a,3040400,3-4-13,13,SCT,,,no,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x22010b,3040401,3-4-13,15,SCT,,,no,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-09.A2,0x111856,3040653,3-4-13,14,Pixel L1/2,L4,old,no,,12,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-09.A2,0x111855,3040652,3-4-13,6,Pixel L1/2,L4,old,no,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112409,3040592,3-5-21,4,Pixel L1/2,L1,new,no,connected in 1st new readout test,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112411,3040594,3-5-21,6,Pixel L1/2,L1,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112449,3040610,3-5-21,12,Pixel L1/2,,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112506,3040587,3-5-21,10,Pixel L1/2,L2,new,no,,,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-09.A2,0x130120,3040552,3-5-21,2,Pixel BL,B2,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140140,3040692,3-5-21,0,IBL,,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140141,3040693,3-5-21,8,IBL,,,no,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x210108,3040380,3-5-21,5,SCT,,,no,On Development Slice,"
",,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x210109,3040381,3-5-21,7,SCT,,,no,On Development Slice,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x21010a,3040382,3-5-21,13,SCT,,,no,On Development Slice,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x21010b,3040383,3-5-21,15,SCT,,,no,On Development Slice,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-09.A2,0x111854,3040651,3-5-21,14,Pixel L1/2,L4,old,no,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-09.A2,0x111814,3040643,3-6-29,14,Pixel L1/2,L4,old,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112546,3040605,3-6-29,6,Pixel L1/2,,new,no,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-09.A2,0x120212,3040584,3-6-29,4,Pixel L1/2 EC,D1,,no,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-09.A2,0x121612,3040628,3-6-29,12,Pixel L1/2 EC,D2,,no,,,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-09.A2,0x130006,3040557,3-6-29,2,Pixel BL,B1,,no,,,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-09.A2,0x130007,3040558,3-6-29,10,Pixel BL,B1,,no,On Development Slice,0,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140150,3040696,3-6-29,0,IBL,,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140151,3040697,3-6-29,8,IBL,,,no,,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-09.A2,0x230101,3040409,3-6-29,5,SCT,,,no,,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-09.A2,0x230105,3040413,3-6-29,7,SCT,,,no,On Tomoya's DF,,new slice A 11/17/2016,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-09.A2,0x230106,3040414,3-6-29,13,SCT,,,no,,,new slice D 11/17/2016,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-09.A2,0x24000d,3040439,3-6-29,15,SCT,,,no,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-09.A2,0x111717,3040630,3-7-6,8,Pixel L1/2,L3,old,no,On ATLAS Slice,14,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-09.A2,0x111757,3040636,3-7-6,10,Pixel L1/2,L3,old,no,,14,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-09.A2,0x111817,3040646,3-7-6,6,Pixel L1/2,L4,old,no,On Development Slice,14,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-09.A2,0x111857,3040654,3-7-6,14,Pixel L1/2,L4,old,no,On Development Slice,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-09.A2,0x120209,3040581,3-7-6,4,Pixel L1/2 EC,D1,new,no,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-09.A2,0x121611,3040627,3-7-6,12,Pixel L1/2 EC,D2,,no,,,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-09.A2,0x130008,3040559,3-7-6,0,Pixel BL,B1,,no,On ATLAS Slice,,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-09.A2,0x130009,3040560,3-7-6,2,Pixel BL,B1,,no,On ATLAS Slice,2,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140162,3040702,3-7-6,0,IBL,,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140172,3040706,3-7-6,8,IBL,,,no,,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-09.A2,0x230100,3040408,3-7-6,5,SCT,,,no,,1,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-09.A2,0x240008,3040434,3-7-6,7,SCT,,,no,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-09.A2,0x24000b,3040437,3-7-6,13,SCT,,,no,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-09.A2,0x24000e,3040440,3-7-6,15,SCT,,,no,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112415,3040597,3-8-14,4,Pixel L1/2,L1,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112452,3040613,3-8-14,6,Pixel L1/2,,new,no,,0,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112455,3040615,3-8-14,12,Pixel L1/2,,new,no,,6,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112507,3040588,3-8-14,10,Pixel L1/2,L2,new,no,,12,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-09.A2,0x130012,3040563,3-8-14,4,Pixel BL,B1,,no,On ATLAS Slice,4,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140163,3040703,3-8-14,0,IBL,,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140173,3040707,3-8-14,8,IBL,,,no,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x22010c,3040402,3-8-14,5,SCT,,,no,On ATLAS Slice,5,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x22010d,3040403,3-8-14,7,SCT,,,no,On ATLAS Slice,7,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x22010e,3040404,3-8-14,13,SCT,,,no,On ATLAS Slice,13,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-09.A2,0x22010f,3040405,3-8-14,15,SCT,,,no,On ATLAS Slice,15,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-09.A2,0x111756,3040635,3-8-14,14,Pixel L1/2,L3,old ,no,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112414,3040596,3-9-22,2,Pixel L1/2,L1,new,no,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112451,3040612,3-9-22,4,Pixel L1/2,,new,no,,2,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112454,3040614,3-9-22,12,Pixel L1/2,,new,no,,6,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-09.A2,0x112548,3040607,3-9-22,10,Pixel L1/2,,new,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140160,3040700,3-9-22,0,IBL,,,no,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-09.A2,0x140170,3040704,3-9-22,8,IBL,,,no,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x21010c,3040384,3-9-22,5,SCT,,,no,On Development Slice,5,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x21010d,3040385,3-9-22,7,SCT,,,no,On Development Slice,7,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x21010e,3040386,3-9-22,13,SCT,,,no,On Development Slice,13,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-09.A2,0x21010f,3040387,3-9-22,15,SCT,,,no,On Development Slice,15,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-09.A2,0x111758,3040637,3-9-22,6,Pixel L1/2,L3,old,no,,,,,,,,,,,,,,,,,
ID Rack,FTK Rack,Rob ID,Cable ID,FTK Shelf-Slot-Tower,FTK IM Lane,Type,Subtype,Readout,Installed?,Notes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
