Y.16-14.A2,Y.06-07.A2,0x140073,3040668,1-3-1,8,IBL,,? missing in the bunch,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240102,3040356,1-3-1,5,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240105,3040359,1-3-1,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240106,3040360,1-3-1,7,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240107,3040361,1-3-1,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x111706,3040479,1-4-9,6,Pixel L1/2,L3,old,yes,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x111746,3040524,1-4-9,10,Pixel L1/2,L3,old,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112512,3040486,1-4-9,4,Pixel L1/2,L2,new (missing?),no,No label. Marked FCER-OC0017-40M FIB.13.33.074. Guess based on neighbouring Cable IDs.,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112515,3040488,1-4-9,14,Pixel L1/2,L2,new,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130307,3040466,1-4-9,2,Pixel BL,B3,,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112552,3040499,1-4-9,12,Pixel L1/2,,new,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140062,3040663,1-4-9,0,IBL,,(missing?),yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140063,3040664,1-4-9,8,IBL,,(missing?),yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x220008,3040319,1-4-9,7,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x220009,3040320,1-4-9,5,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x22000a,3040321,1-4-9,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x22000b,3040322,1-4-9,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112511,3040485,1-5-17,2,Pixel L1/2,L2,new,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112514,3040487,1-5-17,10,Pixel L1/2,L2,new,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112551,3040498,1-5-17,4,Pixel L1/2,,new,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112554,3040500,1-5-17,12,Pixel L1/2,,new,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140060,3040661,1-5-17,0,IBL,,,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140070,3040665,1-5-17,8,IBL,,,no,No label. Marked FCER-OC0017-23M FIB.13.33.023. Guess based on neighbouring fibre cable IDs.,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x210008,3040301,1-5-17,7,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x210009,3040302,1-5-17,5,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x21000a,3040303,1-5-17,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x21000b,3040304,1-5-17,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-07.A2,0x111848,3040545,1-5-17,6,Pixel L1/2,L4,old,yes,,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-07.A2,0x111847,3040544,1-5-17,14,Pixel L1/2,L4,old,yes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-07.A2,0x111805,3040534,1-6-25,4,Pixel L1/2,L4,old,yes,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x111705,3040478,1-6-25,6,Pixel L1/2,L3,old,no,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x121617,3040522,1-6-25,12,Pixel L1/2 EC,D2,,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x120221,3040465,1-6-25,14,Pixel L1/2 EC,D1,,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130308,3040467,1-6-25,2,Pixel BL,B3,,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130309,3040468,1-6-25,10,Pixel BL,B3,,no,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140061,3040691,1-6-25,0,IBL,,,yes,"(This ROB used to be connected to 3040662, but was reconnected on the other side when the connector on the FTK side broke.)",,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-07.A2,0x230008,3040346,1-6-25,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-07.A2,0x23000b,3040349,1-6-25,7,SCT,,,no,,,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-07.A2,0x23000d,3040351,1-6-25,5,SCT,,,no,,,,,,,,,,,,,,,,,,
Y.24-14.A2,Y.06-07.A2,0x23000f,3040353,1-6-25,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x111708,3040512,1-7-2,6,Pixel L1/2,L3,old,yes,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x111710,3040514,1-7-2,14,Pixel L1/2,L3,old,yes,,,,,,,,,,,,,,,,,,
Y.28-05.A2,Y.06-07.A2,0x111712,3040516,1-7-2,12,Pixel L1/2,L3,old,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x120218,3040462,1-7-2,4,Pixel L1/2 EC,D1,,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130315,3040473,1-7-2,10,Pixel BL,B3,,yes,,,,,,,,,,,,,,,,,,
Y.25-05.A2,Y.06-07.A2,0x130108,3040449,1-7-2,2,Pixel BL,B2,,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140082,3040671,1-7-2,0,IBL,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240100,3040354,1-7-2,5,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240101,3040355,1-7-2,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240103,3040357,1-7-2,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.25-14.A2,Y.06-07.A2,0x240104,3040358,1-7-2,7,SCT,,,yes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112517,3040490,1-8-10,4,Pixel L1/2,L2,new,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112519,3040492,1-8-10,14,Pixel L1/2,L2,new,no,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130316,3040474,1-8-10,10,Pixel BL,B3,,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112555,3040501,1-8-10,12,Pixel L1/2,,new,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112557,3040503,1-8-10,6,Pixel L1/2,,new,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140083,3040672,1-8-10,0,IBL,,,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140093,3040676,1-8-10,8,IBL,,(missing?),yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x22000c,3040323,1-8-10,5,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x22000d,3040324,1-8-10,7,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x22000e,3040325,1-8-10,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.23-11.A2,Y.06-07.A2,0x22000f,3040326,1-8-10,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-07.A2,0x111846,3040543,1-8-10,2,Pixel L1/2,L4,old,yes,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.29-05.A2,Y.06-07.A2,0x111807,3040536,1-9-18,14,Pixel L1/2,L4,old,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112516,3040489,1-9-18,4,Pixel L1/2,L2,new,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112518,3040510,1-9-18,12,Pixel L1/2,L2,new,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130314,3040472,1-9-18,2,Pixel BL,B3,,yes,,,,,,,,,,,,,,,,,,
Y.26-05.A2,Y.06-07.A2,0x130317,3040475,1-9-18,10,Pixel BL,B3,,yes,,,,,,,,,,,,,,,,,,
Y.27-05.A2,Y.06-07.A2,0x112556,3040502,1-9-18,6,Pixel L1/2,,new,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140080,3040669,1-9-18,0,IBL,,,yes,,,,,,,,,,,,,,,,,,
Y.16-14.A2,Y.06-07.A2,0x140090,3040673,1-9-18,8,IBL,,(missing?),yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x21000c,3040305,1-9-18,7,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x21000d,3040306,1-9-18,5,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x21000e,3040307,1-9-18,13,SCT,,,yes,,,,,,,,,,,,,,,,,,
Y.22-11.A2,Y.06-07.A2,0x21000f,3040308,1-9-18,15,SCT,,,yes,,,,,,,,,,,,,,,,,,
ID Rack,FTK Rack,Rob ID,Cable ID,FTK Shelf-Slot-Tower,FTK IM Lane,Type,Subtype,Readout,Installed?,Notes,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
